timestamps,CAN_DataFrame.CAN_DataFrame.BusChannel,CAN_DataFrame.CAN_DataFrame.ID,CAN_DataFrame.CAN_DataFrame.IDE,CAN_DataFrame.CAN_DataFrame.DLC,CAN_DataFrame.CAN_DataFrame.DataLength,CAN_DataFrame.CAN_DataFrame.DataBytes,CAN_DataFrame.CAN_DataFrame.Dir
232.969504,9.0,107,0.0,5,5.0,[215  43  96  42   0   0   0   0],0.0
233.1661,9.0,111,0.0,8,8.0,[139 220  79  68 254   1 240 127],0.0
233.16684999999998,9.0,101,0.0,1,1.0,[83  0  0  0  0  0  0  0],0.0
233.16685099999998,9.0,102,0.0,6,6.0,[  3  71 100  49  84  45   0   0],0.0
233.16685199999998,9.0,103,0.0,8,8.0,[143  35 138 144  44  52 109   9],0.0
233.166853,9.0,104,0.0,4,4.0,[141 245  25   0   0   0   0   0],0.0
233.166854,9.0,107,0.0,5,5.0,[145  43 160  42   0   0   0   0],0.0
233.36405,9.0,111,0.0,8,8.0,[137 212 111 196 253 253  15 128],0.0
233.36509999999998,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
233.36510099999998,9.0,102,0.0,6,6.0,[  3  15 101  49  84  45   0   0],0.0
233.36510199999998,9.0,103,0.0,8,8.0,[153  35 138  16  43  52 109   9],0.0
233.36510299999998,9.0,104,0.0,4,4.0,[141 245  25   0   0   0   0   0],0.0
233.365104,9.0,107,0.0,5,5.0,[ 49  43 160  46   0   0   0   0],0.0
233.5621,9.0,111,0.0,8,8.0,[141 204 143  68 254 253 175 127],0.0
233.5631,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
233.563101,9.0,102,0.0,6,6.0,[  3 215 101  49  84  45   0   0],0.0
233.563102,9.0,103,0.0,8,8.0,[163  35 138 112  41  52 109   9],0.0
233.56310299999998,9.0,104,0.0,4,4.0,[139 245  25   0   0   0   0   0],0.0
233.56310399999998,9.0,107,0.0,5,5.0,[57 43 64 47  0  0  0  0],0.0
233.7601,9.0,111,0.0,8,8.0,[135 188 111  68 254   5 240 127],0.0
233.76094999999998,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
233.76095099999998,9.0,102,0.0,6,6.0,[  3 159 102  49  84  45   0   0],0.0
233.760952,9.0,103,0.0,8,8.0,[173  35 138 240  39  52 109   9],0.0
233.760953,9.0,104,0.0,4,4.0,[139 245  25   0   0   0   0   0],0.0
233.760954,9.0,107,0.0,5,5.0,[143  42  32  47   0   0   0   0],0.0
233.76319999999998,9.0,106,0.0,3,3.0,[175   1   0   0   0   0   0   0],0.0
233.9581,9.0,111,0.0,8,8.0,[139 188 143 196 254  17 176 127],0.0
233.95895,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
233.95895099999998,9.0,102,0.0,6,6.0,[  3 103 103  49  84  45   0   0],0.0
233.95895199999998,9.0,103,0.0,8,8.0,[185  35 138  80  38  52 109   9],0.0
233.95895299999998,9.0,104,0.0,4,4.0,[137 245  25   0   0   0   0   0],0.0
233.95895399999998,9.0,107,0.0,5,5.0,[195  42  96  49   0   0   0   0],0.0
234.15609999999998,9.0,111,0.0,8,8.0,[137 180  79  68 254 253  47 128],0.0
234.15689999999998,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
234.15690099999998,9.0,102,0.0,6,6.0,[  3  47 104  49  84  45   0   0],0.0
234.156902,9.0,103,0.0,8,8.0,[195  35 138 208  36  52 109   9],0.0
234.156903,9.0,104,0.0,4,4.0,[135 245  25   0   0   0   0   0],0.0
234.156904,9.0,107,0.0,5,5.0,[165  41 128  50   0   0   0   0],0.0
234.3541,9.0,111,0.0,8,8.0,[139 172  47 196 254 253 239 127],0.0
234.3551,9.0,101,0.0,1,1.0,[83  0  0  0  0  0  0  0],0.0
234.355101,9.0,102,0.0,6,6.0,[  3 247 104  49  84  45   0   0],0.0
234.355102,9.0,103,0.0,8,8.0,[205  35 138  80  35  52 109   9],0.0
234.35510299999999,9.0,104,0.0,4,4.0,[135 245  25   0   0   0   0   0],0.0
